date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2025-05-30 15:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-30 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-05-30 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-30 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-30 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-30 20:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-30 21:00,0.0000,-999,0.0000,11000000000001010010000000000000
2025-05-30 22:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-05-30 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-05-31 00:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-05-31 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 02:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-05-31 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-05-31 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-05-31 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-31 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-31 08:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-31 09:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 10:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-05-31 11:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 12:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-05-31 13:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-05-31 14:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-05-31 15:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-05-31 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-05-31 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-31 20:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-05-31 21:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-05-31 22:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-05-31 23:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-01 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-01 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-01 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-01 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-01 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-01 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-01 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-01 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-01 08:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-01 09:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-01 10:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-01 11:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-01 12:00,0.0022,0.0117,0.0352,11000000000000000000000000000000
2025-06-01 13:00,0.0073,0.0117,0.1167,11000000000001000000000000000000
2025-06-01 14:00,0.0092,0.0133,0.1468,11000000000000100000000000000000
2025-06-01 15:00,0.2077,0.3323,3.3231,11000000000000100000000000000000
2025-06-01 16:00,0.0085,0.0135,0.1354,11000000000000000000000000000000
2025-06-01 17:00,0.0069,0.0123,0.1107,11000000000000000000000000000000
2025-06-01 18:00,0.0046,0.0105,0.0736,11000000000000000000000000000000
2025-06-01 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-01 20:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-01 21:00,0.0000,-999,0.0000,11000000000001010010000000000000
2025-06-01 22:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-01 23:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-02 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-02 03:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-02 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-02 07:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 08:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-02 09:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 10:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-02 11:00,0.0057,0.0920,0.0920,11000000000000000000000000000000
2025-06-02 12:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-02 13:00,0.0000,-999,0.0000,11000000000000100000000000100000
2025-06-02 14:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-02 16:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-02 17:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-02 18:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-02 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-02 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-02 21:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-02 22:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-02 23:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-03 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-03 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-03 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-03 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-03 06:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-03 08:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-03 09:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-03 10:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-03 11:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-03 12:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 13:00,0.0000,-999,0.0000,11000000000001100000000000000000
2025-06-03 14:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-03 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-03 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-03 20:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 21:00,0.0000,-999,0.0000,11000000000001010010000000000000
2025-06-03 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-03 23:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-04 00:00,0.0000,-999,0.0000,11000000000000000010000000100000
2025-06-04 01:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-04 02:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-04 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-04 04:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-04 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-04 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-04 07:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-04 08:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-04 09:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-04 10:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-04 11:00,0.0000,-999,0.0000,11000000000001000010000000100000
2025-06-04 12:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-04 13:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-04 14:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-04 15:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-04 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-04 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-04 18:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-04 19:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-04 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-04 21:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-04 22:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-04 23:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 00:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-05 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 02:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-05 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-05 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 06:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-05 08:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-05 09:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-05 10:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-05 11:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-05 12:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 13:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 14:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-05 15:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-05 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-05 20:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-05 21:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-05 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-05 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-06 00:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-06 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-06 03:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-06 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-06 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-06 08:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-06 09:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-06 10:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 11:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-06 12:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 13:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 14:00,0.0000,-999,0.0000,11000000000000100000000000100000
2025-06-06 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-06 16:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-06 19:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-06 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-06 21:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-06 22:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-06 23:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-07 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-07 03:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-07 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-07 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-07 08:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-07 09:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 10:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-07 11:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-07 12:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-07 13:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-07 14:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-07 16:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 17:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-07 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-07 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-07 21:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-07 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-07 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-08 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-08 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-08 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-08 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-08 04:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-08 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-08 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-08 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-08 08:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-08 09:00,0.0000,-999,0.0000,11000000000001010010000000000000
2025-06-08 10:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-08 11:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-08 12:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-08 13:00,0.1018,0.5429,1.6288,11000000000000100000000000000000
2025-06-08 14:00,0.0956,0.3823,1.5293,11000000000000100000000000000000
2025-06-08 15:00,0.0218,0.0581,0.3486,11000000000000100000000000000000
2025-06-08 16:00,0.0093,0.0185,0.1481,11000000000000100000000000000000
2025-06-08 17:00,0.0236,0.0343,0.3771,11000000000000000000000000000000
2025-06-08 18:00,0.0295,0.0673,0.4713,11000000000000000000000000000000
2025-06-08 19:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-08 20:00,0.0060,0.0478,0.0956,11000000000000010000000000000000
2025-06-08 21:00,0.0074,0.0595,0.1190,11000000000001010000000000000000
2025-06-08 22:00,0.0878,0.1080,1.4043,11000000000000000000000000000000
2025-06-08 23:00,0.2189,0.4377,3.5017,11000000000000000010000000000000
2025-06-09 00:00,0.0091,0.0365,0.1460,11000000000000000000000000000000
2025-06-09 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-09 02:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-09 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-09 04:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-09 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-09 06:00,0.0033,0.0177,0.0531,11000000000000010000000000000000
2025-06-09 07:00,0.0031,0.0250,0.0500,11000000000000000000000000000000
2025-06-09 08:00,0.0000,-999,0.0000,11000000000001010010000000000000
2025-06-09 09:00,0.0079,0.0635,0.1271,11000000000001000000000000000000
2025-06-09 10:00,0.0739,0.1971,1.1824,11000000000001000000000000000000
2025-06-09 11:00,0.0261,0.0596,0.4171,11000000000000000000000000100000
2025-06-09 12:00,0.0019,0.0153,0.0305,11000000000000000000000000100000
2025-06-09 13:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-09 14:00,0.0155,0.1241,0.2482,11000000000000100000000000000000
2025-06-09 15:00,0.0029,0.0157,0.0472,11000000000000000000000000000000
2025-06-09 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-09 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-09 18:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-09 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-09 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-09 21:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-09 22:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-09 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-10 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 02:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 03:00,0.0008,0.0129,0.0129,11000000000000100000000000000000
2025-06-10 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-10 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 06:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-10 08:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-10 09:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-10 10:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 11:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-10 12:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 13:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-10 14:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-10 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-10 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-10 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-10 18:00,0.3370,2.6963,5.3926,11000000000001000000000000000000
2025-06-10 19:00,0.4831,1.9324,7.7295,11000000000001010000000000000000
2025-06-10 20:00,0.4092,0.7275,6.5471,11000000000000000000000000000000
2025-06-10 21:00,0.3395,0.6790,5.4320,11000000000001010000000000000000
2025-06-10 22:00,0.1002,0.2291,1.6038,11000000000000000000000000000000
2025-06-10 23:00,0.1305,0.2320,2.0881,11000000000000000000000000000000
2025-06-11 00:00,0.0634,0.1692,1.0151,11000000000000000010000000100000
2025-06-11 01:00,0.0117,0.0932,0.1864,11000000000000000000000000100000
2025-06-11 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-11 03:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-11 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-11 05:00,0.0609,0.1624,0.9742,11000000000000000000000000000000
2025-06-11 06:00,0.2363,0.7563,3.7814,11000000000000010000000000000000
2025-06-11 07:00,0.1940,0.7759,3.1035,11000000000001000000000000000000
2025-06-11 08:00,0.0859,0.2292,1.3750,11000000000000010000000000000000
2025-06-11 09:00,0.2621,0.4659,4.1928,11000000000001000000000000000000
2025-06-11 10:00,0.3070,0.3778,4.9118,11000000000001000000000000000000
2025-06-11 11:00,0.1846,0.3693,2.9542,11000000000000000000000000100000
2025-06-11 12:00,0.2940,0.5881,4.7046,11000000000000000000000000000000
2025-06-11 13:00,0.0822,0.3288,1.3153,11000000000000100000000000100000
2025-06-11 14:00,0.0402,0.3218,0.6436,11000000000000100000000000000000
2025-06-11 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-11 16:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-11 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-11 18:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-11 19:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-11 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-11 21:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-11 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-11 23:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 00:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-12 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-12 03:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-12 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-12 06:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 07:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-12 08:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-12 09:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-12 10:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-12 11:00,0.0000,-999,0.0000,11000000000000000010000000100000
2025-06-12 12:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-12 13:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-12 14:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-12 16:00,0.0977,1.5634,1.5634,11000000000000100000000000000000
2025-06-12 17:00,0.6480,1.7279,10.3675,11000000000000100000000000000000
2025-06-12 18:00,0.7295,0.9726,11.6716,11000000000001000000000000000000
2025-06-12 19:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-12 20:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 21:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-12 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-12 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-13 00:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-13 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-13 02:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-13 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-13 04:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-13 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-13 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-13 07:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-13 08:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-13 09:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-13 10:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-13 11:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-13 12:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-13 13:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-13 14:00,0.0000,-999,0.0000,11000000000000100000000000100000
2025-06-13 15:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-13 16:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-13 17:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-13 18:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-13 19:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-13 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-13 21:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-13 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-13 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-14 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-14 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-14 02:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-14 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-14 04:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-14 05:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-14 06:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-14 07:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-14 08:00,0.0147,0.1174,0.2348,11000000000001010000000000000000
2025-06-14 09:00,0.0047,0.0747,0.0747,11000000000000000000000000000000
2025-06-14 10:00,0.0931,0.2129,1.4903,11000000000001000010000000000000
2025-06-14 11:00,0.0318,0.0727,0.5088,11000000000000000010000000000000
2025-06-14 12:00,0.0179,0.0410,0.2868,11000000000000000000000000100000
2025-06-14 13:00,0.0475,0.0760,0.7602,11000000000000000000000000000000
2025-06-14 14:00,0.0620,0.1239,0.9916,11000000000000100000000000000000
2025-06-14 15:00,0.0394,0.3155,0.6311,11000000000000000000000000000000
2025-06-14 16:00,0.0000,-999,0.0000,11000000000001100000000000000000
2025-06-14 17:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-14 18:00,0.0000,-999,0.0000,11000000000001000000000000000000
2025-06-14 19:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-14 20:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-14 21:00,0.0000,-999,0.0000,11000000000000010010000000000000
2025-06-14 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-14 23:00,0.0000,-999,0.0000,11000000000000000010000000000000
2025-06-15 00:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 01:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 02:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 03:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-15 04:00,0.0000,-999,0.0000,11000000000000100000000000000000
2025-06-15 05:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 06:00,0.0000,-999,0.0000,11000000000000010000000000000000
2025-06-15 07:00,0.0000,-999,0.0000,11000000000001010000000000000000
2025-06-15 08:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 09:00,0.0000,-999,0.0000,11000000000001000010000000000000
2025-06-15 10:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 11:00,0.0000,-999,0.0000,11000000000000000000000000000000
2025-06-15 12:00,0.0000,-999,0.0000,11000000000000000000000000100000
2025-06-15 13:00,0.0065,0.1042,0.1042,11000000000000000000000000000000
2025-06-15 14:00,0.0177,0.2832,0.2832,11000000000000100000000000000000
